name,Sampling day?,Julian_Day,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Auburn, Alabama",,22157,6/6/2022,30.6,20.6,24.8,33.4,20.6,25.6,20.1,76.3,0.34,100,8.33,rain,0,0,38.2,20.5,122.8,1013.1,41.3,16,214.7,18.6,7,75,2022-06-06 5:34:14,2022-06-06 19:47:21,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22158,6/7/2022,31.1,20,25.4,33.6,20,26.5,20.8,77.5,0,0,0,rain,0,0,31.3,14.6,179.1,1015,53.1,15.9,224.4,19.4,8,75,2022-06-07 5:34:07,2022-06-07 19:47:50,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22159,6/8/2022,28.9,22.2,24.9,32.8,22.2,25.8,22.4,86.7,14.42,100,33.33,rain,0,0,34.2,16.4,196.8,1014.7,44,14.9,121.5,10.4,6,100,2022-06-08 5:34:01,2022-06-08 19:48:19,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22160,6/9/2022,29.4,21.2,25.4,31.9,21.2,26.3,21.4,79.7,0.04,100,4.17,rain,0,0,33.5,20.4,249,1014.1,54.7,15.8,252.9,21.9,8,60,2022-06-09 5:33:56,2022-06-09 19:48:46,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22161,6/10/2022,28.9,18.9,24.3,30.1,18.9,24.6,18.1,69.6,0,0,0,,0,0,25.9,16.5,145.2,1013.4,17,16,241.1,20.6,9,30,2022-06-10 5:33:53,2022-06-10 19:49:12,0.39,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22162,6/11/2022,30,21.1,25.8,32.3,21.1,26.7,19.6,69.4,0,0,0,,0,0,10.1,11.1,171.8,1011.9,55.1,16,284.1,24.5,9,30,2022-06-11 5:33:51,2022-06-11 19:49:37,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22163,6/12/2022,31.7,22.2,27,34.7,22.2,28.6,21.5,73.2,0,0,0,,0,0,14.4,14.8,173.5,1014,18.1,15.8,254,22,8,60,2022-06-12 5:33:51,2022-06-12 19:50:01,0.47,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22164,6/13/2022,34.4,23.8,29.3,40.8,23.8,33,23.3,71.8,0,0,0,rain,0,0,25.9,12.9,211.2,1016.9,31,16,258.5,22.5,9,100,2022-06-13 5:33:53,2022-06-13 19:50:24,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22165,6/14/2022,32.9,23.2,27.3,41.3,23.2,30,23.8,82,1.11,100,12.5,rain,0,0,82.3,31.2,194.8,1017.6,31.9,15.5,185.8,16,8,100,2022-06-14 5:33:56,2022-06-14 19:50:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22166,6/15/2022,36.5,21.8,27.9,43.4,21.8,30.5,22.6,75.7,6.62,100,20.83,rain,0,0,57.2,24.5,165.8,1017.2,14.1,15.4,257,22.1,9,100,2022-06-15 5:34:00,2022-06-15 19:51:06,0.51,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,72036363872,AU556,KCSG,TKSA1"
"Auburn, Alabama",,22167,6/16/2022,35.5,22.2,28.5,42.8,22.2,32.2,23.3,75.5,0.34,100,8.33,rain,0,0,15.8,8.8,77.7,1018.7,8.8,15.7,208.9,18,9,100,2022-06-16 5:34:06,2022-06-16 19:51:26,0.53,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,AU556,KCSG,TKSA1"
"Auburn, Alabama",,22168,6/17/2022,35,23.6,28.8,40.6,23.6,31.2,22.7,71.8,1.06,100,12.5,rain,0,0,64.8,14.3,239.5,1016.9,8.9,15.5,281.2,24.3,9,100,2022-06-17 5:34:13,2022-06-17 19:51:44,0.57,Rain,Clear conditions throughout the day with rain.,rain,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,72036363872,TKSA1,KCSG"
"Auburn, Alabama",,22169,6/18/2022,33.8,22.3,28.2,35.8,22.3,29.5,20.8,67.2,0,0,0,,0,0,38.9,21.1,306.4,1013.8,7.7,16,286.5,24.7,9,75,2022-06-18 5:34:21,2022-06-18 19:52:01,0.62,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG"
"Auburn, Alabama",,22170,6/19/2022,32.8,21.5,26.7,32.7,21.5,26.6,14.5,48.2,0,0,0,,0,0,42.5,17.6,75,1017,0.4,16,299.9,26,9,10,2022-06-19 5:34:31,2022-06-19 19:52:16,0.67,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,72036363872,AU556,TKSA1,KCSG"
"Auburn, Alabama",,22171,6/20/2022,33.8,18.6,26.4,33.6,18.6,26.7,16.8,58.3,0,0,0,,0,0,21.2,10.6,56.8,1021.1,1,16,283.2,24.5,9,10,2022-06-20 5:34:42,2022-06-20 19:52:30,0.72,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,72036363872,AU556,KCSG,TKSA1"
"Auburn, Alabama",,22172,6/21/2022,34.8,19.4,27.6,35.9,19.4,28.4,18.5,60.6,0.25,100,4.17,rain,0,0,27.7,13.1,183.3,1021.3,0.8,16,290.4,25.1,9,75,2022-06-21 5:34:55,2022-06-21 19:52:43,0.77,Rain,Clear conditions throughout the day with morning rain.,rain,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,72036363872,AU556,TKSA1,KCSG"
"Auburn, Alabama",,22173,6/22/2022,37,21.2,29.4,38,21.2,30.7,19.9,61.3,0,0,0,,0,0,35.3,17.5,269.8,1016.6,0,15.9,297.8,25.7,9,75,2022-06-22 5:35:08,2022-06-22 19:52:55,0.82,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG"
"Auburn, Alabama",,22174,6/23/2022,36.7,23.1,30,39.3,23.1,31.8,21,61.8,0,0,0,,0,0,37.1,19.3,317.3,1011.5,2.9,16,277.7,23.9,9,75,2022-06-23 5:35:23,2022-06-23 19:53:05,0.87,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG"
"Auburn, Alabama",,22175,6/24/2022,35,22.8,29.5,37.2,22.8,31.2,20.6,61.6,0,0,0,rain,0,0,34.2,16.4,200.8,1012.9,18.4,16,294.3,25.5,9,75,2022-06-24 5:35:40,2022-06-24 19:53:13,0.91,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,72026563833,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,KCSG,72228403892"
"Auburn, Alabama",,22176,6/25/2022,32.2,23.4,26.7,36.2,23.4,28.2,22.4,78.3,0,0,0,rain,0,0,42.5,18.4,127,1017.4,52.5,16,200.3,17.2,7,100,2022-06-25 5:35:57,2022-06-25 19:53:21,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22177,6/26/2022,33.4,22.8,27.8,35.2,22.8,29.1,20.7,68.3,0,0,0,,0,0,31.7,16.4,95.2,1019.1,35.1,16,237.5,20.4,7,60,2022-06-26 5:36:16,2022-06-26 19:53:27,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22178,6/27/2022,32.2,22.2,25.3,35.3,22.2,25.9,20.8,77.2,1.28,100,8.33,rain,0,0,43.5,25.7,140.6,1018.6,64.8,15.8,128,11,7,60,2022-06-27 5:36:36,2022-06-27 19:53:31,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22179,6/28/2022,32.8,21.8,25.6,37,21.8,27,21.7,80.9,12.54,100,20.83,rain,0,0,48.2,16.5,75.5,1019.4,70.9,15,175.6,15.4,10,60,2022-06-28 5:36:56,2022-06-28 19:53:34,1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"TKGA1,KAUO,D7038,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22180,6/29/2022,30.7,22.2,25,34.5,22.2,26.1,22.4,86.6,2.09,100,29.17,rain,0,0,37.1,20.2,119.2,1022,49.8,15.5,208.6,18.1,10,75,2022-06-29 5:37:18,2022-06-29 19:53:35,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KAUO,D7038,72225013829,KLSF,72225593842,AU556,72228403892,KCSG"
"Auburn, Alabama",,22181,6/30/2022,30,21.7,25.4,33.1,21.7,26.5,21.9,82.3,0,0,0,,0,0,31.7,18.2,105.3,1021.6,45,15.7,210.1,18.1,9,60,2022-06-30 5:37:42,2022-06-30 19:53:35,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22182,7/1/2022,30.7,22.8,25.3,33.4,22.8,26.2,22,82.6,2.95,100,8.33,rain,0,0,24.5,16.5,107.3,1019.1,35.6,16,214.7,18.6,8,75,2022-07-01 5:38:06,2022-07-01 19:53:33,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22183,7/2/2022,32.2,21.2,26.1,36.2,21.2,27.8,21.9,79.3,0.3,100,4.17,rain,0,0,33.5,16.5,182.9,1017.6,26.3,15.9,255.4,22.4,9,60,2022-07-02 5:38:31,2022-07-02 19:53:30,0.05,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22184,7/3/2022,32.7,22.2,25.7,38.1,22.2,27.1,22.5,84.2,34.94,100,25,rain,0,0,48.2,22.1,269.2,1018.9,61.7,15.2,241.9,21.1,7,60,2022-07-03 5:38:57,2022-07-03 19:53:25,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22185,7/4/2022,31.7,22.2,26,36.7,22.2,27.6,23.1,85.7,4.67,100,16.67,rain,0,0,25.2,14.6,258.3,1019.7,43.5,15.2,242.6,21.1,9,75,2022-07-04 5:39:24,2022-07-04 19:53:19,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22186,7/5/2022,32.9,22.9,27.2,39.5,22.9,29.9,23.7,82.9,0,0,0,,0,0,11.9,12.9,153.5,1018.3,27.6,13.8,219.8,19,9,100,2022-07-05 5:39:52,2022-07-05 19:53:11,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22187,7/6/2022,33.4,24.4,29.1,40.4,24.4,32.7,23.9,75.5,0,0,0,rain,0,0,16.9,14.6,243.5,1016.7,22.1,16,285.9,24.5,9,100,2022-07-06 5:40:21,2022-07-06 19:53:02,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22188,7/7/2022,33.9,25,29.5,40.2,25,33,23.5,71.3,0,0,0,,0,0,33.5,16.4,239.5,1016.5,25.5,16,264.6,22.7,9,75,2022-07-07 5:40:51,2022-07-07 19:52:51,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22189,7/8/2022,33.8,24.3,28.2,42.7,24.3,31.4,23.9,78.7,0.13,100,12.5,rain,0,0,47.9,22.3,184.1,1017.2,18.7,15.9,183.8,15.8,8,100,2022-07-08 5:41:21,2022-07-08 19:52:38,0.33,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22190,7/9/2022,26.7,22.9,24.6,29.4,22.9,24.8,23.5,93.7,11.02,100,12.5,rain,0,0,31.7,16.4,190,1017.2,40.9,15.3,115.5,10,6,60,2022-07-09 5:41:52,2022-07-09 19:52:24,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22191,7/10/2022,30,21.7,25.8,35,21.7,27.7,22.7,84.3,0.3,100,4.17,rain,0,0,22,14.7,276,1013.8,58.8,16,235,20.5,8,60,2022-07-10 5:42:24,2022-07-10 19:52:08,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22192,7/11/2022,29.4,23.4,25.8,34,23.4,27.3,23.2,86.5,0,0,0,rain,0,0,33.5,16.5,81.7,1013.4,53,15.8,184.6,15.9,9,60,2022-07-11 5:42:57,2022-07-11 19:51:51,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22193,7/12/2022,30,22.9,25.4,34,22.9,26.6,23,87.7,0.04,100,4.17,rain,0,0,17.6,12.9,104.7,1014.5,63.8,15.7,159.9,13.9,7,75,2022-07-12 5:43:30,2022-07-12 19:51:32,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22194,7/13/2022,30.6,22.2,25.1,35.9,22.2,26.4,22.9,88.8,12.33,100,16.67,rain,0,0,46.4,16.4,213,1017,78.4,15.8,175.4,15.2,7,100,2022-07-13 5:44:04,2022-07-13 19:51:12,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22195,7/14/2022,29.7,20.7,24.1,33.2,20.7,24.7,21.8,88.5,75.84,100,54.17,rain,0,0,37.1,14.6,182,1019.2,57.7,14.3,164.8,14.2,8,60,2022-07-14 5:44:39,2022-07-14 19:50:50,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22196,7/15/2022,32.2,20.7,25.8,34.9,20.7,27,21.5,79.2,0.02,100,4.17,rain,0,0,33.5,20.4,135.9,1021,19.7,15.9,231.6,19.9,8,75,2022-07-15 5:45:14,2022-07-15 19:50:26,0.53,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22197,7/16/2022,31.2,21.1,25.8,34,21.1,27.2,22,81.2,0,0,0,rain,0,0,19.4,12.9,141.1,1020.1,21.6,14.6,260,22.3,8,100,2022-07-16 5:45:50,2022-07-16 19:50:01,0.55,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22198,7/17/2022,31.7,21.7,26.8,34.3,21.7,28.2,21.3,73.8,0,0,0,,0,0,18,20.4,132.1,1018.9,9.7,16,262.9,22.8,10,60,2022-07-17 5:46:26,2022-07-17 19:49:35,0.6,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22199,7/18/2022,31.7,22.2,26.3,35.6,22.2,27.8,21.7,77.2,0.06,100,8.33,rain,0,0,53.6,16.6,205.6,1017.9,33.9,16,247.8,21.5,8,60,2022-07-18 5:47:03,2022-07-18 19:49:07,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22200,7/19/2022,31.1,22.2,26,37,22.2,27.8,23,84.2,0.43,100,12.5,rain,0,0,44.6,22,190.1,1018.2,45.9,15.7,221.2,18.9,7,100,2022-07-19 5:47:40,2022-07-19 19:48:37,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22201,7/20/2022,32.9,23.9,27.7,38.8,23.9,30.2,24.1,82.7,0,0,0,,0,0,42.5,22.2,219.6,1016.7,54.8,16,227.2,19.5,9,100,2022-07-20 5:48:18,2022-07-20 19:48:06,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22202,7/21/2022,32.2,21.7,25.7,40.4,21.7,27.5,23.3,87.5,0.01,100,4.17,rain,0,0,68.4,25.8,210.1,1016.4,57.2,15.9,139.4,12.1,6,100,2022-07-21 5:48:56,2022-07-21 19:47:33,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22203,7/22/2022,30.7,21.2,24.6,35.4,21.2,25.6,21.3,82.8,0.62,100,16.67,rain,0,0,50.4,34.9,159.4,1019.9,33.4,15.9,250.1,21.6,9,60,2022-07-22 5:49:34,2022-07-22 19:46:59,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22204,7/23/2022,30,21.7,25.3,34.5,21.7,26.7,22.9,87.2,1.58,100,8.33,rain,0,0,27.7,20.3,145.1,1022.2,40.4,15.6,182.8,15.5,6,75,2022-07-23 5:50:13,2022-07-23 19:46:23,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22205,7/24/2022,32.9,22.9,26.9,37.7,22.9,28.8,22.9,80.8,6.79,100,4.17,rain,0,0,31.7,12.9,226.2,1021.6,15,15.7,240.5,20.8,8,75,2022-07-24 5:50:51,2022-07-24 19:45:46,0.93,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22206,7/25/2022,32.2,21.7,26.6,36.2,21.7,28.5,22.6,80,0.12,100,4.17,rain,0,0,26.6,16.5,178,1021.3,28.6,15.9,247.4,21.2,9,75,2022-07-25 5:51:31,2022-07-25 19:45:08,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22207,7/26/2022,31.7,22.2,27.1,36.2,22.2,29,22.7,79.2,0,0,0,rain,0,0,14.8,14.6,189.3,1021.6,29.9,16,233,20.3,8,75,2022-07-26 5:52:10,2022-07-26 19:44:28,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22208,7/27/2022,32.2,23.3,27.8,36.3,23.3,29.9,22.5,74.6,0,0,0,rain,0,0,22.3,16.5,246.1,1020.7,15.6,16,265.5,23,9,60,2022-07-27 5:52:50,2022-07-27 19:43:47,1,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22209,7/28/2022,32.9,22.9,27,38.3,22.9,29.1,23,80.4,2.75,100,4.17,rain,0,0,30.2,20.4,221.6,1019.9,38.4,16,227.6,19.6,10,75,2022-07-28 5:53:30,2022-07-28 19:43:04,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22210,7/29/2022,32.2,22.9,27.2,38,22.9,29.6,23.4,81.7,0,0,0,rain,0,0,33.5,27.5,220.9,1020.2,38.1,16,208.3,17.8,7,100,2022-07-29 5:54:10,2022-07-29 19:42:20,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22211,7/30/2022,31.7,23.4,27,37.1,23.4,29.4,23.7,83.3,0.5,100,8.33,rain,0,0,32.8,25.6,238.4,1022.2,54.9,16,201.8,17.7,7,100,2022-07-30 5:54:50,2022-07-30 19:41:34,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22212,7/31/2022,33.9,21.7,27.5,35.8,21.7,28.9,21.6,73.9,0,0,0,,0,0,33.5,16.5,222.7,1023.8,19.6,16,274.9,23.8,9,60,2022-07-31 5:55:30,2022-07-31 19:40:48,0.04,Clear,Clear conditions throughout the day.,clear-day,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22213,8/1/2022,32.9,22.9,26.3,37,22.9,27.5,22.3,80.7,6.89,100,25,rain,0,0,55.4,20.5,226.1,1022.8,36.9,15.5,196.6,16.8,8,75,2022-08-01 5:56:11,2022-08-01 19:40:00,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22214,8/2/2022,31.7,21.7,24.9,36.2,21.7,26.1,22.5,88.1,4.25,100,25,rain,0,0,42.5,34.8,241.1,1021,66.7,14.2,226.9,19.7,8,75,2022-08-02 5:56:51,2022-08-02 19:39:10,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22215,8/3/2022,30,21.1,24.8,33.5,21.1,25.8,22,85.8,0,0,0,,0,0,15.8,14.7,148.3,1019.2,38,14.6,156,13.4,7,60,2022-08-03 5:57:32,2022-08-03 19:38:20,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22216,8/4/2022,31.7,22.2,27.1,36.2,22.2,28.9,22.4,77.6,0,0,0,rain,0,0,16.9,16.3,114.1,1020.2,12.9,15.9,272.4,23.6,9,60,2022-08-04 5:58:12,2022-08-04 19:37:28,0.2,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22217,8/5/2022,32.9,23.3,27.9,37.7,23.3,30.2,22.5,74.4,0,0,0,,0,0,15.5,12.9,84.8,1021.7,5.9,15.9,277.1,23.8,9,75,2022-08-05 5:58:53,2022-08-05 19:36:35,0.25,Clear,Clear conditions throughout the day.,clear-day,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,72228403892,KCSG,TKSA1"
"Auburn, Alabama",,22218,8/6/2022,33.7,22.8,27.6,38.3,22.8,29.5,22.6,76.6,0.08,100,4.17,rain,0,0,59.2,11.2,96.8,1023.4,12.3,15.8,251.2,21.6,9,100,2022-08-06 5:59:33,2022-08-06 19:35:41,0.31,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TKGA1,KAUO,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22219,8/7/2022,33.1,22.2,26.3,36.5,22.2,27.7,22.1,79.5,0.32,100,12.5,rain,0,0,105.5,18.2,130.4,1023.8,17,16,240,20.6,8,100,2022-08-07 6:00:14,2022-08-07 19:34:45,0.36,Rain,Clear conditions throughout the day with rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,TKSA1,72228403892,KCSG"
"Auburn, Alabama",,22220,8/8/2022,30.7,21.7,25.2,34.9,21.7,26.5,22.1,84.5,28.86,100,8.33,rain,0,0,38.6,14.8,148.3,1022.2,44,15.3,172.2,14.8,8,75,2022-08-08 6:00:55,2022-08-08 19:33:49,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KALX,TKGA1,KAUO,72026563833,72225013829,KLSF,72225593842,AU556,TKSA1,72228403892,KCSG"
