Week,Julian_Day,Date,Time,Habitat.type,Group #,Drift fence,Trap #,Board #,Humid (r.h.),sun *,Temp (deg C),Spiders,Scorpions,beetles,Ants,millipedes,Crickets,Roaches,Isopods,centipedes,snails,Worms,harvestmen,Earwigs,Other Captures,Bucket Flooded? Note Depth,Comments,Class
,22244,09/01/2022,,Forest,1,7,,52,79.6,,11,,,,,,,,,,,,,,,,,Ecology
,22244,09/01/2022,,Forest,2,7,3,,79.9,2,29.2,,,,,,,,,,,,,,,,,Ecology
,22244,09/01/2022,,Forest,2,7,,24,75.7,2,,1,,,,,,,,,,,,,,,,Ecology
,22244,09/01/2022,,Forest,3,7,2,,72.9,,29.2,,,,4,,,,,,,,,1,,,,Ecology
,22244,09/01/2022,,Forest,4,7,1,,72.9,,,,,,,,,,,,,,,,,,,Ecology (Thr 003)
,22244,09/01/2022,,Forest,4,7,,53,75.4,,,,,,,,,,,,,,,,,,,Ecology (Thr 003)
,22251,9/8/2022,10:20,Forest,,7,1,,,,,,,,,,,,,,,,,,,,,Vert bio
,22251,9/8/2022,10:20,Forest,,7,2,,,,,,2,,,,,,,,,,,,,,,Vert bio
,22251,9/8/2022,10:20,Forest,,7,3,,,,,,,,,,,,,,,,,,1 caterpillar,,,Vert bio
,22251,9/8/2022,10:20,Forest,,7,4,,,,,,1,,,,,,,,,,,,,,,Vert bio
,22252,9/9/2022,16:00,Forest,,7,1,,,,,,,,,1,,,,,,,,,,,,Vert bio
,22252,9/9/2022,16:00,Forest,,7,2,,,,,,,,,,1,,,,,,1,,,,,Vert bio
,22252,9/9/2022,16:00,Forest,,7,3,,,,,,1,,,,,,,,,,,,,,,Vert bio
,22252,9/9/2022,16:00,Forest,,7,4,,,,,,,,,,,,,,,,,,1 caterpillar,,,Vert bio
,22259,9/16/2022,15:40,Forest,,7,1,,,,,,,1,,,,,,,,,,,,,,Vert bio
,22259,9/16/2022,15:40,Forest,,7,2,,,,,,1,,,,,,,,,,,,,,,Vert bio
,22259,9/16/2022,15:40,Forest,,7,3,,,,,,1,2,,,,,,,,,1,,,,,Vert bio
,22259,9/16/2022,15:40,Forest,,7,4,,,,,1,,1,2,,,,,,1,,,,1 assasin bug,,,Vert bio
,22260,9/17/2022,9:40,Forest,,7,1,,,,,,,,1,,,,,,,,,,,,,Vert bio
,22260,9/17/2022,9:40,Forest,,7,2,,,,,,1,,,,,,,,,,,,,,,Vert bio
,22260,9/17/2022,9:40,Forest,,7,3,,,,,,,,,,,,,,,,1,,2 silverfish,,,Vert bio
,22260,9/17/2022,9:40,Forest,,7,4,,,,,,,,,,,,,,2,2,,,,,,Vert bio
,22272,9/29/2022,9:37,Forest,,7,1,,,,,,,,1,,,,,,,,,,,,,Vert bio
,22272,9/29/2022,9:37,Forest,,7,2,,,,,,,,,,1,,,,,,,,,,,Vert bio
,22272,9/29/2022,9:37,Forest,,7,3,,,,,,,,,,,,,,,,,,,,no inverts,Vert bio
,22272,9/29/2022,9:37,Forest,,7,4,,,,,,,,,,2,,,,,1,,,,,,Vert bio
,22273,9/30/2022,15:30,Forest,,7,1,,,,,,,,1,,1,,,,,,,,,,,Vert bio
,22273,9/30/2022,15:30,Forest,,7,2,,,,,,,,1,,,,,,,,,,,,,Vert bio
,22273,9/30/2022,15:30,Forest,,7,3,,,,,,,,,,,,,,,,,,,,no inverts,Vert bio
,22273,9/30/2022,15:30,Forest,,7,4,,,,,,,,1,,1,,,,,,,,,,,Vert bio
,22274,10/1/2022,9:08,Forest,,7,1,,,,,,,,,,,,,,,,,,,,,
,22274,10/1/2022,9:08,Forest,,7,2,,,,,,1,,,,,,,,,,,,,,,
,22274,10/1/2022,9:08,Forest,,7,3,,,,,,,,,,,,,,,1,1,,,,,
,22274,10/1/2022,9:08,Forest,,7,4,,,,,,,,,,,,,,,,,,,,,
,22275,10/2/2022,,Forest,,7,1,,,,,,,,,,,,,,,,,,,,no captures,
,22275,10/2/2022,,Forest,,7,2,,,,,,,1,,,,,,,,,,,,,,
,22275,10/2/2022,,Forest,,7,3,,,,,,,,2,,1,,,,,,,,,,,
,22275,10/2/2022,,Forest,,7,4,,,,,1,,,,,,1,,,,,,,,,,
,22286,10/13/2022,10:00,Forest,,7,1,,,,,,,,,,,,,2,,,,,,,,Vert bio
,22286,10/13/2022,10:00,Forest,,7,2,,,,,,,,,,,,,,,,,,,,No inverts,Vert bio
,22286,10/13/2022,10:00,Forest,,7,3,,,,,1,,1,,,,,,,,,,,,,,Vert bio
,22286,10/13/2022,10:00,Forest,,7,4,,,,,1,,1,,,,,,,,,,,,,,Vert bio
,22287,10/14/2022,,Forest,,7,1,,,,,,,2,,,,,,,,,,,,,,Vert bio
,22287,10/14/2022,,Forest,,7,2,,,,,,,,,,,,,,,,,,,,,Vert bio
,22287,10/14/2022,,Forest,,7,3,,,,,,,1,,,,1,,,,,,,,,,Vert bio
,22287,10/14/2022,,Forest,,7,4,,,,,,,,,,,,,,,,,,,,,Vert bio
,22293,10/20/2022,9:17,Forest,,7,1,,,,,,,,,,,,,,,,,,1 mosquito,,,Vert bio
,22293,10/20/2022,9:17,Forest,,7,2,,,,,,,,,,,,,,,,,,,,No inverts,Vert bio
,22293,10/20/2022,9:17,Forest,,7,3,,,,,,,1,,,,,,,,,,,,,,Vert bio
,22293,10/20/2022,9:17,Forest,,7,4,,,,,,,,10,,,,,,,,,,,,,Vert bio
,22294,10/21/2022,15:08,Forest,,7,1,,,,,1,,,,,,,,,,,,,,,,Vert bio
,22294,10/21/2022,15:08,Forest,,7,2,,,,,,,,2,,,,,,,,,,,,,Vert bio
,22294,10/21/2022,15:08,Forest,,7,3,,,,,,,,,,,1,,,,,,,,,,Vert bio
,22294,10/21/2022,15:08,Forest,,7,4,,,,,,,,4,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:50,Forest,,7,1,,,,,1,,,,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:50,Forest,,7,2,,,,,,,1,,,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:50,Forest,,7,3,,,,,,,,,1,,,,,,,,,,,,Vert bio
,22295,10/22/2022,8:50,Forest,,7,4,,,,,,,,,,,,,,,,,,,,,Vert bio
,22301,10/28/2022,15:25,Forest,,7,1,,,,,1,,,,,,,,,,,,,,,,Vert bio
,22301,10/28/2022,15:25,Forest,,7,2,,,,,,,,,,,,,,,,,,1 silverfish,,,Vert bio
,22301,10/28/2022,15:25,Forest,,7,3,,,,,,,1,,,,,,,1,,,,,,,Vert bio
,22301,10/28/2022,15:25,Forest,,7,4,,,,,,,2,1,,,,,,,,,,,,,Vert bio
,22308,11/4/2022,15:07,Forest,,7,1,,56.2,,76.4,,,,,,,,,,,,,,,,,Vert bio
,22308,11/4/2022,15:07,Forest,,7,2,,56.2,,76.4,,,1,,,,,,,,,,,,,,Vert bio
,22308,11/4/2022,15:07,Forest,,7,3,,56.2,,76.4,,,,,,1,,,,,,,,,,,Vert bio
,22308,11/4/2022,15:07,Forest,,7,4,,56.2,,76.4,,1,1,,,,1,,,,,,,1 silverfish,,,Vert bio
,22309,11/5/2022,8:56,Forest,,7,1,,69.1,,68.2,,,,,,,,,,,,,,,,,Vert bio
,22309,11/5/2022,8:56,Forest,,7,2,,69.1,,68.2,,,2,,1,,,,,,,,,,,,Vert bio
,22309,11/5/2022,8:56,Forest,,7,3,,69.1,,68.2,,,,2,,,,,,,,,,,,,Vert bio
,22309,11/5/2022,8:56,Forest,,7,4,,69.1,,68.2,,,2,,,,,,,,,,,,,,Vert bio
,23040,2/9/2023,14:17,Forest,,7,1,,70.1,,74.7,1,,,,,,,,,,,,,,,,Herpetology
,23040,2/9/2023,14:17,Forest,,7,2,,70.1,,74.7,,1,,,,,1,,,,,,,,,,Herpetology
,23040,2/9/2023,14:17,Forest,,7,3,,70.1,,74.7,,,,,,,,,,,,,,,,,Herpetology
,23040,2/9/2023,14:17,Forest,,7,4,,70.1,,74.7,3,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:24,Forest,,7,1,,62.5,,57.7,1,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:24,Forest,,7,2,,62.5,,57.7,,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:24,Forest,,7,3,,62.5,,57.7,,,,,,,,,,,,,,,,,Herpetology
,23041,2/10/2023,15:24,Forest,,7,4,,62.5,,57.7,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Forest,,7,1,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Forest,,7,2,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Forest,,7,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23061,3/2/2023,,Forest,,7,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,15:27,Forest,,7,1,,,,,,,,,1,,,,,,,,,,,,Herpetology
,23062,3/3/2023,15:27,Forest,,7,2,,,,,,,,,,,,,,,,,,,,,Herpetology
,23062,3/3/2023,15:27,Forest,,7,3,,,,,,,,,1,,,,,,,,,velve mite,,,Herpetology
,23062,3/3/2023,15:27,Forest,,7,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Forest,,7,1,,,,,,,2,,1,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Forest,,7,2,,,,,,,1,,,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Forest,,7,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23075,3/16/2023,,Forest,,7,4,,,,,,,,,1,,,,,,,,,1 caterpillar,,,Herpetology
,23076,3/17/2023,,Forest,,7,1,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Forest,,7,2,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Forest,,7,3,,,,,,,,,,,,,,,,,,,,,Herpetology
,23076,3/17/2023,,Forest,,7,4,,,,,,,,,,,,,,,,,,,,,Herpetology
,23023,1/23/2023,,Forest,1,7,1,,45.6,3,13.6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23023,1/23/2023,,Forest,2,7,2,,45.6,3,13.6,0,0,0,2,1,0,0,0,0,1,0,0,0,unknown pupa,,,Ecology
,23023,1/23/2023,,Forest,3,7,3,,45.6,3,13.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,Ecology
,23023,1/23/2023,,Forest,4,7,4,,45.6,3,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,Flooded Bucket,,Ecology
,23023,1/23/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23023,1/23/2023,,Forest,3,7,,24,45.6,3,13.6,0,0,0,0,0,0,1,0,0,5,0,0,0,"10 termite, 1 slug",,,Ecology
,23023,1/23/2023,,Forest,,7,,52,,,,,,,,,,,,,,,,,,,,Ecology
,23023,1/23/2023,,Forest,2,7,,54,45.6,3,13.6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Ecology
,23023,1/23/2023,,Forest,1,7,,53,45.6,3,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23024,1/24/2023,1,Forest,,7,1,,30.1,2,17.2,1,0,0,1,0,0,0,0,0,0,0,0,0,caterpilar - 2,,,Ecology
,23024,1/24/2023,2,Forest,,7,2,,30.1,2,17.2,,,,1,,,,,,,,,,,,,Ecology
,23024,1/24/2023,3,Forest,,7,3,,30.1,1,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1 unknown fly,,,Ecology
,23024,1/24/2023,4,Forest,,7,4,,30.1,2,17.2,,,,1,,,,,,,2,,,,,,Ecology
,23024,1/24/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,1,Forest,,7,,53,30.1,2,17.2,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,Ecology
,23024,1/24/2023,,Forest,,7,,24,30.1,2,17.2,,,,,,,,,,,,,,,,,Ecology
,23024,1/24/2023,,Forest,,7,,54,30.1,2,17.2,,,,,,,,2,,1,,,,,,,Ecology
,23024,1/24/2023,,Forest,,7,,52,30.1,2,17.3,,,,1,,,,,,,2,,,,,,Ecology
,23025,1/25/2023,,Forest,1,7,1,,51,1,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2 cm of water,,Ecology
,23025,1/25/2023,,Forest,2,7,2,,51,1,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes/ 11 cm,,Ecology
,23025,1/25/2023,,Forest,3,7,3,,51,,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,8.5 cm,,Ecology
,23025,1/25/2023,,Forest,4,7,4,,51,2,16.3,,,,,,,,,,,,,,full of water,,,Ecology
,23025,1/25/2023,,Forest,1,7,,53,51,1,16.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,,Ecology
,23025,1/25/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23025,1/25/2023,,Forest,,7,,24,51,1,16.3,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Forest,1,7,1,,37.4,3,13.2,,,,1,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Forest,2,7,2,,37.4,3,13.2,1,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Forest,3,7,3,,37.4,3,13.2,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Forest,4,7,4,,37.4,3,13.2,,,,,,,,,,,,,,,4.5in,,Ecology
,23026,1/26/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23026,1/26/2023,,Forest,,7,,24,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Forest,1,7,1,,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Forest,2,7,2,,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Forest,3,7,3,,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Forest,4,7,4,,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23027,1/27/2023,,Forest,,7,,24,,,,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Forest,1,7,1,,29.8,3,20.5,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Forest,2,7,2,,29.8,3,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23044,2/13/2023,,Forest,3,7,3,,29.8,3,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,,Ecology
,23044,2/13/2023,,Forest,4,7,4,,29.8,3,20.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,Ecology
,23044,2/13/2023,,Forest,1,7,,36,29.8,3,20.5,2,0,0,0,0,0,0,0,0,1,0,1,1,,,,Ecology
,23044,2/13/2023,,Forest,,7,,24,,,,,,,,,,,,,,,,,,,,Ecology
,23044,2/13/2023,,Forest,4,7,,52,29.8,3,20.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23044,2/13/2023,,Forest,3,7,,53,29.8,3,20.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Ecology
,23045,2/14/2023,1,Forest,,7,1,,32.4,2,23.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23045,2/14/2023,2,Forest,,7,2,,32.4,3,23.9,,,1,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,3,Forest,,7,3,,32.4,2,23.9,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,4,Forest,,7,4,,32.4,2,23.9,,,,,1,,,,,,,,,,,,Ecology
,23045,2/14/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,3,Forest,,7,,24,32.4,2,23.9,,,,,,,,,,6,,,,"anole, slug",,,Ecology
,23045,2/14/2023,,Forest,,7,,42,,,,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,4,Forest,,7,,52,32.4,2,23.9,,,,,,,,,,,,,,,,,Ecology
,23045,2/14/2023,1,Forest,,7,,53,32.4,2,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1 caterpillar,,,Ecology
,23045,2/14/2023,2,Forest,,7,,54,32.4,2,23.9,,,,,,,,,,1,,,,,,,Ecology
,23046,2/15/2023,,Forest,1,7,1,,51.5,1,23.8,1,,1,,,,,,,,,,,,N/A,,Ecology
,23046,2/15/2023,,Forest,2,7,2,,51.5,1,23.8,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Forest,3,7,3,,88.5,1,23.8,0,0,1,0,0,0,0,0,0,2,1,0,0,,,,Ecology
,23046,2/15/2023,,Forest,4,7,4,,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Forest,,7,,24,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Forest,,7,,42,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Forest,,7,,52,,,,,,,,,,,,,,,,,,,,Ecology
,23046,2/15/2023,,Forest,,7,,53,70.9,1,23.8,,,,,,,,,1,,,,,,,,Ecology
,23046,2/15/2023,,Forest,2,7,,54,62.5,1,23.4,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,1,7,1,,59,1,24.6,1,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,2,7,2,,59,1,24.6,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,3,7,3,,58,1,24.6,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,Ecology
,23047,2/16/2023,,Forest,4,7,4,,59,1,25.3,1,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,,7,,24,74,1,25.3,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,,7,,42,,,,,,,,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,,7,,52,52,1,24.6,,,,5,,,,,,,,,,,,,Ecology
,23047,2/16/2023,,Forest,,7,,53,73.4,1,24.6,,,,18,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,1,7,1,,45.5,,11,,,,1,1,,1,1,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,2,7,2,,45.5,2,11,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,3,7,3,,45.5,,11,,,,,,1,,,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,4,7,4,,45.5,,11,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,,7,,24,48.9,11.4,2,,,,,,,,,,2,,,,,,,Ecology
,23048,2/17/2023,,Forest,,7,,42,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,,7,,52,,,,,,,,,,,,,,,,,,,,Ecology
,23048,2/17/2023,,Forest,,7,,53,,,,,,,,,,,,,,,,,,,,Ecology
,23051,2/20/2023,,Forest,1,7,1,,62,2,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,,Ecology
,23051,2/20/2023,,Forest,2,7,2,,62,,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23051,2/20/2023,,Forest,3,7,3,,62,cloudy,19.9,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,Ecology
,23051,2/20/2023,,Forest,4,7,4,,62,1,19.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Ecology
,23051,2/20/2023,,Forest,4,7,,36,75.7,,19.9,0,0,0,15,0,0,0,0,0,0,0,24,0,,,,Ecology
,23051,2/20/2023,,Forest,1,7,,24,71.5,,19.9,1,0,0,0,0,0,0,0,0,0,0,0,,,,,Ecology
,23051,2/20/2023,,Forest,,7,,42,62,cloudy,19.9,0,0,0,0,0,0,0,0,,2,0,0,0,,,,Ecology
,23051,2/20/2023,,Forest,,7,,52,,,,,,,,,,,,,,,,,,,,Ecology
,23051,2/20/2023,,Forest,2,7,,53,78.8,,19.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Ecology
,23052,2/21/2023,1,Forest,,7,1,,66,2,25.5,1,0,1,0,1,0,0,1,0,1,0,0,0,0,,,Ecology
,23052,2/21/2023,2,Forest,,7,2,,66,2,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23052,2/21/2023,3,Forest,,7,3,,66,2,25.5,1,,,,,,,,,,,,,,,,Ecology
,23052,2/21/2023,4,Forest,,7,4,,66,2,25.5,2,,,1,,,,,,,,,,,,,Ecology
,23052,2/21/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23052,2/21/2023,3,Forest,,7,,24,66,2,25.5,2,,,4,,,,1,,2,,,,,,,Ecology
,23052,2/21/2023,,Forest,,7,,42,,,,,,,,,,,,,,,,,,,,Ecology
,23052,2/21/2023,,Forest,,7,,52,66,2,25.5,1,,1,1,,,,,,1,,,,,,,Ecology
,23052,2/21/2023,1,Forest,,7,,53,66,2,25.5,,,,,,,,1,1,,,,,,,,Ecology
,23052,2/21/2023,2,Forest,,7,,54,66,2,25.5,,,,,,,,1,,1,,,,,,,Ecology
,23053,2/22/2023,,Forest,1,7,1,,61.4,3,30.4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,Ecology
,23053,2/22/2023,,Forest,2,7,2,,61.4,3,30.4,,,,,,,,,,,,,,,no,,Ecology
,23053,2/22/2023,,Forest,3,7,3,,61.4,,30.4,0,0,1,0,0,0,0,1,0,0,0,0,0,5 gnats,,,Ecology
,23053,2/22/2023,,Forest,4,7,4,,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Forest,,7,,24,42.8,,30.4,0,0,0,10,0,0,0,1,0,0,0,0,0,,,,Ecology
,23053,2/22/2023,,Forest,,7,,42,,,,,,,,,,,,,,,,,,,,Ecology
,23053,2/22/2023,,Forest,,7,,54,48.1,3,30.4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,Ecology
,23053,2/22/2023,,Forest,,7,,53,43.7,3,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ecology
,23054,2/23/2023,,Forest,1,7,1,,100,1,26.6,,,1,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Forest,2,7,2,,100,,26.6,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Ecology
,23054,2/23/2023,,Forest,3,7,3,,100,1,26.6,1,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Forest,4,7,4,,100,1,26.6,1,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Forest,,7,,36,78.3,,26.6,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Forest,3,7,,24,78.4,,26.6,,,,10,,,,,,1,,,,,,,Ecology
,23054,2/23/2023,,Forest,,7,,42,,,26.6,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Forest,,7,,52,64.4,,26.6,,,,,,,,,,,,,,,,,Ecology
,23054,2/23/2023,,Forest,,7,,53,78.6,1,26.6,,,,,,1,,1,,,,1,,,,,Ecology
,23055,2/24/2023,,Forest,1,7,1,,70.5,,,,,,,,,,,,,,,,"green anole, camel cricket",,,Ecology
,23055,2/24/2023,,Forest,2,7,2,,70.5,1,23.2,,,,,2,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Forest,3,7,3,,70.5,1,25.2,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Forest,4,7,4,,70.5,1,25.2,,,,,,,,,2,,,,,,,,Ecology
,23055,2/24/2023,,Forest,,7,,36,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Forest,,7,,24,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Forest,,7,,42,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Forest,,7,,52,,,,,,,,,,,,,,,,,,,,Ecology
,23055,2/24/2023,,Forest,,7,,53,,,,,,,,,,,,,,,,,,,,Ecology
,23082,3/23/2023,14:30,Forest,,7,1,,,,,,,,,,,,,,,,,,,,,
,23082,3/23/2023,14:30,Forest,,7,2,,,,,,,,,,,,,,,,,,,,,
,23082,3/23/2023,14:30,Forest,,7,3,,,,,,,,,1,,,,,1,,,,,,,
,23082,3/23/2023,14:30,Forest,,7,4,,,,,,,,,,,,,,,,,,,,,
,23083,3/24/2023,14:59,Forest,,7,1,,55,,78,,,,,,,,,,,,,,,,,
,23083,3/24/2023,14:59,Forest,,7,2,,55,,78,,1,1,,,,,,,,,,,,,,
,23083,3/24/2023,14:59,Forest,,7,3,,55,,78,,,1,,,,,,,,,,,,,,
,23083,3/24/2023,14:59,Forest,,7,4,,55,,78,1,,1,,,,,,,,,,,,,,
,23084,3/25/2023,9:25,Forest,,7,1,,87.6,,16.8,1,,4,,,,,,,,,,,,,,
,23084,3/25/2023,9:25,Forest,,7,2,,87.6,,16.8,,,2,,,,,,,,,,,,,,
,23084,3/25/2023,9:25,Forest,,7,3,,87.6,,16.8,,,1,,,1,,,,,,,,,,,
,23084,3/25/2023,9:25,Forest,,7,4,,87.6,,16.8,,,1,,,,,1,,,,1,,,,,
,23089,3/30/2023,14:33,Forest,,7,1,,45,,26.5,,,,,,,,1,,,,,,,,,
,23089,3/30/2023,14:33,Forest,,7,2,,45,,26.5,,,,,,,,,,,,,,caterpillar,,,
,23089,3/30/2023,14:33,Forest,,7,3,,45,,26.5,,,,,,,,,,,,,,,,,
,23089,3/30/2023,14:33,Forest,,7,4,,45,,26.5,,,,,,,,,,,,,,,,,
,23090,3/31/2023,15:30,Forest,,7,1,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,15:30,Forest,,7,2,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,15:30,Forest,,7,3,,51.7,,26,,,,,,,,,,,,,,,,,
,23090,3/31/2023,15:30,Forest,,7,4,,51.7,,26,,,1,,,,,,,,,,,,,,
,23091,4/1/2023,8:40,Forest,,7,1,,88.5,,21.6,,,1,,,,,1,,,,,,,,,
,23091,4/1/2023,8:40,Forest,,7,2,,88.5,,21.6,,,1,,,,,,,,,,,,,,
,23091,4/1/2023,8:40,Forest,,7,3,,88.5,,21.6,,,2,7,,,,,,,,,,,,,
,23091,4/1/2023,8:40,Forest,,7,4,,88.5,,21.6,1,,,,,,,,,,,,,,,,
1,22045,2/14/2022,12:00,Stream,1,8,1,,31,3,15.6,,,,,9,,,,,,,,,grub/larvae - 1,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Stream,1,8,1,,99,1,13.7,1,,,,70,1,,,,,,,,,,,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Stream,2,8,2,,29,3,20.56,,,,,1,,,,5,,,,,"5 dead centipedes, 2 blk unknown beetle/mite/flea",,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Stream,2,8,2,,96.4,1,13.7,,,,,30,,,,,,,,,,,raining,"Ecology,(Mon section)"
1,22045,2/14/2022,12:00,Stream,4,8,3,,31,3,15.56,1,,,,20,,,,,,,,,Baby Millipedes and little black Spring Tails,,,"Ecology,(Mon section)"
2,22052,2/21/2022,12:00,Stream,2,8,3,,96.4,1,13.7,,,,,20,,,,,,,,,1 grub,,raining,"Ecology,(Mon section)"
