EntryOrder,Date,Julian day,Day,Month,Year,Season,Time,AM or PM,Genus,Species,Class,Order,Group,Drift fence,PitTrap #,Board #,Habitat type,Location/habitat description,Sex,Body Length (mm),Tail Length (mm),Mass (g),Age,Air temp,Humidity,Clouds,Comments,Participants,Class
419,2/10/2023,23041,10,February,2023,Winter,14:43,PM,Desmognathus,conanti,Amphibian,Caudata,Salamander,,,,Stream,Under rock next to stream at drift fence #5,,44,46,1.98,,16.9,57.7,,,"Dan Warner, Sydney Wayne, Sarah Middleton, Anabel Dawson, Drake Mitchell",Herpetology
442,2/12/2023,23043,12,February,2023,Winter,13:17,PM,Blarina,sp,Mammal,Insectivora,Shrew,2,4,,Open,,,,,,,,,,Dead,IWO,Ecology
445,2/14/2023,23045,14,February,2023,Winter,14:38,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,7,,,Forest,,,3.8,7,,,23.9,32.4,2,Next to bucket,,Ecology
443,2/14/2023,23045,14,February,2023,Winter,13:40,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,,32.3948.9-852906,,3.4,0.6,,,19.7,47.3,2,Lost Tail,,Ecology
444,2/14/2023,23045,14,February,2023,Winter,13:30,PM,Nerodia,sp,Reptile,Squamate,Snake,,,,,32.663975-85486341,,54,21.4,131,,22.5,31.1,2,,,Ecology
446,2/16/2023,23047,16,February,2023,Winter,13:04,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,,32.6625-8548465,Female,11.5,7.5,,,24.5,63,1,,,Ecology
447,2/17/2023,23048,17,February,2023,Winter,13:20,PM,Ambystoma,maculatum,Amphibian,Caudata,Salamander,,,,,,,,,12,,12.8,50,2,In stream,,Ecology
448,2/17/2023,23048,17,February,2023,Winter,13:20,PM,Ambystoma,maculatum,Amphibian,Caudata,Salamander,,,,,,,,,18,,12.8,50,2,In stream,,Ecology
449,2/17/2023,23048,17,February,2023,Winter,13:20,PM,Ambystoma,maculatum,Amphibian,Caudata,salamander,,,,,,,,,5,,12.8,50,2,Under rock,,Ecology
450,2/24/2023,23055,24,February,2023,Winter,12:41,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,Parking Lot,Male,,,2,,,,1,,,Ecology
451,2/24/2023,23055,24,February,2023,Winter,14:40,PM,Kinosternon,subrubrum,Reptile,Testudines,Turtle,3,,,Stream,In Pond,,3,,,,,,1,,,Ecology
452,2/24/2023,23055,24,February,2023,Winter,13:47,PM,Coluber,constrictor,Reptile,Squamate,Snake,3,,,Stream,On Path,Female,,,,,,,,,,Ecology
433,03/02/2023,23061,2,March,2023,Spring,13:25,PM,Pseudotriton,ruber,Amphibian,Caudata,Salamander,,,10,Forest,On top of hill in forested area,,,,,Adult,,,,Escaped,"Matt Buehler, Raul Quebrado, Chasen Wood, Isabella Rohan, Brady Tuten",Herpetology
422,3/3/2023,23062,3,March,2023,Spring,,PM,Diadophis,punctatus,Reptile,Squamate,Snake,,,,Edge,Rock pile next to pond,,105,,1.25,Juvenile,,,,,"Matt Buhler, Sarah Middleton, Ian",Herpetology
423,3/3/2023,23062,3,March,2023,Spring,,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,under log by pond,Male,32,26,1.3,Juvenile,,,,missing part of tail,"Matt Buhler, Sarah Middleton, Ian",Herpetology
420,3/3/2023,23062,3,March,2023,Spring,14:17,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,8,4,,Stream,,,36,40,1.1,,,,,,"Matt Buhler, Sarah Middleton, Ian",Herpetology
421,3/3/2023,23062,3,March,2023,Spring,,PM,Lithobates,catesbiana,Amphibian,Anura,Frog,,,,Stream,on bank by fence 8,,,,,,,,,not captured,"Matt Buhler, Sarah Middleton, Ian",Herpetology
426,3/16/2023,23075,16,March,2023,Spring,,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,,,68,115,13.1,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
427,3/16/2023,23075,16,March,2023,Spring,,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,,Female,55,81,6.2,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
428,3/16/2023,23075,16,March,2023,Spring,,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,,Edge,,,131,122,0.6,,,,,broken tail,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
431,3/16/2023,23075,16,March,2023,Spring,,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,On rock by pavilion,Female,68,85,21.5,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
424,3/16/2023,23075,16,March,2023,Spring,,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Forest,On tree by fence #4,,,,,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
429,3/16/2023,23075,16,March,2023,Spring,,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,49,Forest,,,30,54,0.56,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
432,3/16/2023,23075,16,March,2023,Spring,,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,39,Open,,,,,,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
425,3/16/2023,23075,16,March,2023,Spring,,PM,Diadophis,punctatus,Reptile,Squamate,Snake,,,,,,,124,25,1.3,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
430,3/16/2023,23075,16,March,2023,Spring,,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,,,Male,45,77,3.14,,,,,,"Matt Buehler, Jon Keiser, John Rodgers",Herpetology
453,3/17/2023,23076,17,March,2023,Spring,18:00,PM,,,,,,,,,,,,,,,,,,,No vertebrates captured,Sydney Wayne,Herpetology
460,3/23/2023,23082,23,March,2023,Spring,14:34,PM,Anaxyrus,fowleri,Amphibian,Anura,Frog,,,,Edge,by firepit,,38,,6.5,,26,52,,,"Matt Buehler, students",Herpetology
454,3/23/2023,23082,23,March,2023,Spring,13:15,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,Near fence by homestead,,,,,,27,62,,,"Matt Buehler, students",Herpetology
455,3/23/2023,23082,23,March,2023,Spring,13:15,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,Near fence by homestead,,,,,,27,62,,,"Matt Buehler, students",Herpetology
456,3/23/2023,23082,23,March,2023,Spring,13:15,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,by edge of site by fence #4,Male,63,96,9.07,,27,62,,,"Matt Buehler, students",Herpetology
461,3/23/2023,23082,23,March,2023,Spring,14:34,PM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,by firepit,Female,55,83,6.43,,26,52,,,"Matt Buehler, students",Herpetology
458,3/23/2023,23082,23,March,2023,Spring,13:49,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,6,1,,Forest,on top of PVC post of fence,Female,41,79,1.74,,27,62,,Missing right forearm,"Matt Buehler, students",Herpetology
457,3/23/2023,23082,23,March,2023,Spring,13:32,PM,Lithobates,,Amphibian,Anura,Frog,,,,Stream,spotted on rock in stream near fence 8,,,,,,27,62,,,"Matt Buehler, students",Herpetology
459,3/23/2023,23082,23,March,2023,Spring,13:40,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Stream,Bridge by fence #5,Male,46,86,2.93,,27,62,,,"Matt Buehler, students",Herpetology
462,3/24/2023,23083,24,March,2023,Spring,14:27,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,40,Forest,paritally covered canopy,,,,,,25.1,,,Did not capture,"Sydney Wayne, Students",Herpetology
464,3/24/2023,23083,24,March,2023,Spring,15:30,PM,Peromyscus,,Mammal,Rodentia,Mouse,9,3,,Open,,,,,,,,,,Did not measure,"Sydney Wayne, Students",Herpetology
465,3/24/2023,23083,24,March,2023,Spring,15:30,PM,Peromyscus,,Mammal,Rodentia,Mouse,9,3,,Open,,,,,,,,,,Did not measure,"Sydney Wayne, Students",Herpetology
463,3/24/2023,23083,24,March,2023,Spring,14:47,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,,Open,Open canopy,,,,,,,,,Did not capture,"Sydney Wayne, Students",Herpetology
467,3/25/2023,23084,25,March,2023,Spring,9:00,PM,Anaxyus,fowleri,Amphibian,Anura,Frog,,,,Edge,Rocks near pond,,73,,27.5,,16.8,87.6,,,"Dan, Sydney, Students",Herpetology
466,3/25/2023,23084,25,March,2023,Spring,9:00,PM,Scincella,lateralis,Reptile,Squamate,Lizard,,,,Edge,Rocks near pond,M,42,53,1.16,,16.8,87.6,,,"Dan, Sydney, Students",Herpetology
468,3/25/2023,23084,25,March,2023,Spring,9:10,PM,Anolis,carolinensis,Reptile,Squamate,Lizard,,,,Edge,under bark near pond,,,,,,16.8,87.6,,Not measured,"Dan, Sydney, Students",Herpetology
469,3/25/2023,23084,25,March,2023,Spring,8:45,PM,Peromyscus,,Mammal,Rodentia,Mouse,9,4,,Open,,,38,40,2.88,,16.8,87.6,,Dead in trap,"Dan, Sydney, Students",Herpetology
471,3/30/2023,23089,30,March,2023,Spring,14:25,PM,Anaxyrus,fowleri,Amphibian,Anura,Frog,,,,Edge,on trial by pavillion,,37,,5.18,,26.5,45,,,"Matt Buehler, students",Herpetology
472,3/30/2023,23089,30,March,2023,Spring,14:25,PM,Anaxyrus,fowleri,Amphibian,Anura,Frog,,,,Edge,on trial by pavillion,,31,,2.5,,26.5,45,,,"Matt Buehler, students",Herpetology
470,3/30/2023,23089,30,March,2023,Spring,13:43,PM,,,Reptile,Squamate,Lizard,,,42,Forest,"Under board, reported as skink",,,,,,26.5,45,,no captured,"Matt Buehler, students",Herpetology
477,3/31/2023,23090,31,March,2023,Spring,15:20,PM,Anaxyrus,fowleri,Amphibian,anura,Frog,,,,Edge,After pavillion,,65,,39.08,,26,51.7,,,"Sydney, students",Herpetology
474,3/31/2023,23090,31,March,2023,Spring,15:00,PM,Plestodon,laticeps,Reptile,Squamate,Lizard,,,,Edge,"By pavillion, on wall",,60,20,6.53,,26,51.7,,,"Sydney, students",Herpetology
475,3/31/2023,23090,31,March,2023,Spring,15;00,PM,Plestodon,fasciatus,Reptile,Squamate,Lizard,,,,Edge,"By pavillion, on wall",,35,44,1.58,,26,51.7,,,"Sydney, students",Herpetology
476,3/31/2023,23090,31,March,2023,Spring,15:10,PM,Scleoporus,undulatus,Reptile,Squamate,Lizard,,,,Edge,under rock by pavillion,,80,105,13.15,,26,51.7,,,"Sydney, students",Herpetology
473,3/31/2023,23090,31,March,2023,Spring,14:30,PM,Eurycea,cirrigera,Amphibian,Caudata,Salamander,5,3,,Stream,,,38,42,0.86,,26,51.7,,,"Sydney, students",Herpetology
478,4/1/2023,23091,1,April,2023,Spring,8:30,AM,Scincella,lateralis,Reptile,Squamate,Lizard,,,49,Forest,,Male,33,58,0.69,,21.6,88.5,,,"Dan, Sydney, Students",Herpetology
479,4/1/2023,23091,1,April,2023,Spring,11:45,AM,Scincella,lateralis,Reptile,Squamate,Lizard,,,39,Open,,Male,35,54,0.76,,21.6,88.5,,,Dan,Herpetology
480,4/1/2023,23091,1,April,2023,Spring,11:45,AM,Virginia,valeriae,Reptile,Squamate,Snake,,,48,Open,,Female,131,15,2.62,,21.6,88.5,,,Dan,Herpetology
481,4/1/2023,23091,1,April,2023,Spring,11:56,AM,Plethodon,glutinosis,Amphibian,Caudata,Salamander,,,19,Stream,,,,,,,21.6,88.5,,Escaped,Dan,Herpetology
238,4/11/2022,22101,11,April,2022,Spring,900,AM,Anolis,carolinensis,Reptile,Squamate,Lizard,6,4,,,,Female,33,65,1.52,,19.4,58.6,,no wind,Morgan,Herpetology
239,4/11/2022,22101,11,April,2022,Spring,900,AM,Lampropeltis,getula,Reptile,Squamate,Snake,,,47,,,,53.5,50,15.13,,19.4,58.6,,no wind,,Herpetology
240,4/11/2022,22101,11,April,2022,Spring,900,AM,Virginia,valeriae,Reptile,Squamate,Snake,,,37,,,,117,20,1.77,,19.4,58.6,,no wind,,Herpetology
241,4/11/2022,22101,11,April,2022,Spring,900,AM,Virginia,valeriae,Reptile,Squamate,Snake,,,12,,,,,,,,19.4,58.6,,not captured,,Herpetology
247,04/25/22,22115,25,April,2022,Spring,900,AM,Sceloporus,undulatus,Reptile,Squamate,Lizard,,,,Forest,,Female,40,23,2.73,,19.4,58.6,,,,Herpetology
248,04/25/22,22115,25,April,2022,Spring,900,AM,Aspidoscelis,sexlineata,Reptile,Squamate,Lizard,,,,Open,,,,,,,19.4,58.6,,,,Herpetology
7,,,,February,2021,Winter,,,Plethodon,glutinosus,Amphibian,Caudata,Salamander,,,45,Forest,board,,39,28,0.79,,15.7,64.2,,,,Herpetology
351,,,,September,2022,Autumn,,,,,Amphibian,Anura,Toad,4,4,,Forest,,,,,,,,,,date not recorded. Prob Sept-2022,,Ecology
352,,,,September,2022,Autumn,,,,,Amphibian,Anura,Frog,7,1,,Forest,,,,,,,29,64,2,date not recorded. Sept-2022,,Ecology
353,,,,September,2022,Autumn,,,,,Amphibian,Anura,Frog,6,1,,Forest,,,,,,,,,,date illegible. Prob Sept-2022,group 1,Ecology
350,,,,September,2022,Autumn,,,,,Amphibian,Anura,Toad,2,4,,Open,,,,,,,21.7,71,,date not recorded. Prob Sept-2022,,Ecology
355,,,,September,2022,Autumn,,,Blarina,sp,Mammal,Insectivora,Shrew,2,2,,Open,,,,,,,,46,,date illegible. Prob Sept-2022,group 2,Ecology
354,,,,September,2022,Autumn,,,Plestiodon,sp,Reptile,Squamate,Lizard,9,,46,Open,,,,,,,,,,date illegible. Prob Sept-2022,group 1,Ecology
356,,,,September,2022,Autumn,,,,,Amphibian,Caudata,Salamander,5,2,,Stream,,,,,,,,53,,date illegible. Prob Sept-2022,group 2,Ecology
